Date,Time,Temperature,Flow_Rate,Valve_Aperture,Static_Pressure,Suction_Pressure,Discharge_Pressure,Voltage,Current,Measured_Frequency,Active_Power,Reactive_Power,Apperent_Power,Phase_Voltage_Angle,Phase_Current_Angle,Cos_Phi,Power_Factor,Differential_Pressure,Head,Hydraulic_Power,Efficiency
12/27/2021,14:59:36,26.3,0,16.5,3.09,2.73,3.192,230.4,0.32,50,42.34,-9.13,74.25,9.7,9.7,0.98,0.58,0.462,4.711,0,0
12/27/2021,14:59:37,26.3,0,16.5,3.09,2.73,3.198,230.4,0.32,50,42.34,-9.13,75.03,9.7,9.4,0.98,0.58,0.468,4.772,0,0
12/27/2021,14:59:37,26.3,0,16.75,3.09,2.73,3.198,230.4,0.32,50,42.34,-9.13,75.03,9.3,9.4,0.98,0.58,0.468,4.772,0,0
12/27/2021,14:59:37,26.3,0,16.75,3.09,2.73,3.2,230.4,0.32,50,42.34,-9.13,75.03,9.3,9.4,0.98,0.58,0.47,4.792,0,0
12/27/2021,14:59:38,26.4,0,16.75,3.09,2.73,3.198,229.6,0.32,50,43.06,-9.13,75.03,9.3,9.4,0.98,0.58,0.468,4.772,0,0
12/27/2021,14:59:38,26.4,0,16.75,3.08,2.727,3.192,229.6,0.32,50.01,43.06,-9.13,75.03,9.3,9.4,0.98,0.58,0.465,4.742,0,0
12/27/2021,14:59:38,26.3,0,16.75,3.08,2.73,3.188,229.6,0.32,50.01,43.06,-9.84,75.03,9.3,9.4,0.98,0.57,0.458,4.67,0,0
12/27/2021,14:59:39,26.3,0,16.75,3.09,2.73,3.2,229.6,0.32,50.01,43.06,-9.84,75.03,9.3,9.4,0.98,0.57,0.47,4.792,0,0
12/27/2021,14:59:39,26.3,0,16.75,3.09,2.73,3.195,229.6,0.32,50.01,43.06,-9.84,75.25,9.3,9.4,0.98,0.57,0.465,4.742,0,0
12/27/2021,14:59:39,26.3,0,16.75,3.09,2.73,3.2,229.6,0.32,50.01,43.06,-9.84,75.25,9.4,9.4,0.98,0.57,0.47,4.792,0,0
12/27/2021,14:59:40,26.3,0.256,17,3.09,2.73,3.2,229.6,0.32,50.01,44.25,-9.84,75.25,9.4,9.4,0.98,0.57,0.47,4.792,3.34,7.55
12/27/2021,14:59:40,26.3,0.256,17,3.09,2.73,3.2,229.9,2.3,50.01,44.25,-9.84,75.25,9.4,9.4,0.98,0.57,0.47,4.792,3.34,7.55
12/27/2021,14:59:40,26.3,0.256,17,3.09,2.73,3.2,229.9,0.33,50.01,44.25,-9.84,75.25,9.4,9.4,0.98,0.57,0.47,4.792,3.34,7.55
12/27/2021,14:59:41,26.4,0.256,17,3.09,2.73,3.195,229.9,0.33,50.01,44.25,-9.8,75.25,9.4,9.4,0.98,0.58,0.465,4.742,3.3,7.46
12/27/2021,14:59:41,26.3,0.256,17,3.09,2.73,3.198,229.9,0.33,50.01,44.25,-9.8,75.93,9.4,9.4,0.98,0.58,0.468,4.772,3.32,7.5
12/27/2021,14:59:41,26.4,0.256,17,3.09,2.73,3.2,229.9,0.33,50.01,44.25,-9.8,75.93,9.4,10.5,0.98,0.58,0.47,4.792,3.34,7.55
12/27/2021,14:59:42,26.3,0.256,17,3.09,2.727,3.195,229.9,0.33,50.01,44.25,-9.8,75.93,10.5,10.5,0.98,0.58,0.468,4.772,3.32,7.5
12/27/2021,14:59:42,26.3,0.287,17,3.09,2.73,3.203,229.9,0.33,50.01,44.12,-9.8,75.93,10.5,10.5,0.98,0.58,0.473,4.823,3.77,8.54
12/27/2021,14:59:42,26.3,0.287,17.25,3.09,2.73,3.195,229.4,0.33,50.01,44.12,-9.8,75.93,10.5,10.5,0.98,0.58,0.465,4.742,3.7,8.39
12/27/2021,14:59:43,26.3,0.287,17.25,3.09,2.73,3.198,229.4,0.33,50.01,44.12,-9.88,75.93,10.5,10.5,0.98,0.58,0.468,4.772,3.73,8.45
12/27/2021,14:59:43,26.4,0.287,17.25,3.09,2.73,3.203,229.4,0.33,50.01,44.12,-9.88,75.93,10.5,10.5,0.98,0.58,0.473,4.823,3.77,8.54
12/27/2021,14:59:43,26.3,0.287,17.25,3.09,2.73,3.198,229.4,0.33,50.01,44.12,-9.88,76.04,10.5,10.5,0.98,0.58,0.468,4.772,3.73,8.45
12/27/2021,14:59:44,26.4,0.287,17.25,3.09,2.73,3.198,229.4,0.33,50.01,44.12,-9.88,76.04,10.1,10.1,0.98,0.58,0.468,4.772,3.73,8.45
12/27/2021,14:59:44,26.3,0.287,17.25,3.09,2.73,3.203,229.4,0.33,50.01,44.12,-9.88,76.04,10.1,10.1,0.98,0.58,0.473,4.823,3.77,8.54
12/27/2021,14:59:44,26.4,0.316,17.25,3.09,2.73,3.195,229.4,0.33,50.01,44.47,-9.88,76.04,10.1,10.1,0.98,0.58,0.465,4.742,4.08,9.17
12/27/2021,14:59:45,26.4,0.316,17.25,3.08,2.73,3.195,229.3,0.33,50.01,44.47,-9.88,76.04,10.1,10.1,0.98,0.58,0.465,4.742,4.08,9.17
12/27/2021,14:59:45,26.4,0.316,17.5,3.09,2.73,3.203,229.3,0.33,50.01,44.47,-9.14,76.04,10.1,10.1,0.98,0.58,0.473,4.823,4.15,9.33
12/27/2021,14:59:46,26.4,0.316,17.5,3.09,2.73,3.195,229.3,0.33,50.01,44.47,-9.14,76.04,10.1,10.1,0.98,0.58,0.465,4.742,4.08,9.17
12/27/2021,14:59:46,26.3,0.316,17.5,3.08,2.73,3.2,229.3,0.33,50.01,44.47,-9.14,76.82,10.1,8.8,0.98,0.58,0.47,4.792,4.12,9.26
12/27/2021,14:59:46,26.4,0.316,17.5,3.09,2.73,3.2,229.3,0.33,50.01,44.47,-9.14,76.82,8.8,8.8,0.98,0.58,0.47,4.792,4.12,9.26
12/27/2021,14:59:47,26.3,0.348,17.5,3.09,2.73,3.203,229.3,0.33,50.01,44.89,-9.14,76.82,8.8,8.8,0.98,0.58,0.473,4.823,4.57,10.18
12/27/2021,14:59:47,26.4,0.348,17.5,3.09,2.73,3.203,229.4,2.29,50.01,44.89,-9.14,76.82,8.8,8.8,0.98,0.58,0.473,4.823,4.57,10.18
12/27/2021,14:59:47,26.3,0.348,17.5,3.09,2.73,3.198,229.4,0.34,50,44.89,-9.14,76.82,8.8,8.8,0.98,0.58,0.468,4.772,4.52,10.07
12/27/2021,14:59:48,26.3,0.348,17.5,3.09,2.73,3.198,229.4,0.34,50,44.89,-9.58,76.82,8.8,8.8,0.98,0.58,0.468,4.772,4.52,10.07
12/27/2021,14:59:48,26.4,0.348,17.75,3.09,2.73,3.203,229.4,0.34,50,44.89,-9.58,78.4,8.8,8.8,0.98,0.58,0.473,4.823,4.57,10.18
12/27/2021,14:59:48,26.3,0.348,17.75,3.09,2.73,3.198,229.4,0.34,50,44.89,-9.58,78.4,8.8,9.4,0.98,0.58,0.468,4.772,4.52,10.07
12/27/2021,14:59:49,26.4,0.348,17.75,3.09,2.73,3.203,229.4,0.34,50,44.89,-9.58,78.4,9.4,9.4,0.98,0.58,0.473,4.823,4.57,10.18
12/27/2021,14:59:49,26.3,0.383,17.75,3.09,2.73,3.2,229.4,0.34,50,45.49,-9.58,78.4,9.4,9.4,0.98,0.58,0.47,4.792,4.99,10.97
12/27/2021,14:59:49,26.3,0.383,17.75,3.09,2.73,3.198,231,0.34,50,45.49,-9.58,78.4,9.4,9.4,0.98,0.58,0.468,4.772,4.97,10.93
12/27/2021,14:59:50,26.3,0.383,17.75,3.09,2.73,3.203,231,0.34,50,45.49,-10.13,78.4,9.4,9.4,0.98,0.58,0.473,4.823,5.02,11.04
12/27/2021,14:59:50,26.4,0.383,17.75,3.09,2.73,3.198,231,0.34,50,45.49,-10.13,78.4,9.4,9.4,0.98,0.58,0.468,4.772,4.97,10.93
12/27/2021,14:59:50,26.4,0.383,17.75,3.09,2.73,3.2,231,0.34,50,45.49,-10.13,77.79,9.4,10.2,0.98,0.58,0.47,4.792,4.99,10.97
12/27/2021,14:59:51,26.4,0.383,18,3.09,2.73,3.203,231,0.34,50,45.49,-10.13,77.79,10.2,10.2,0.98,0.58,0.473,4.823,5.02,11.04
12/27/2021,14:59:51,26.4,0.41,18,3.09,2.73,3.2,231,0.34,50,46.02,-10.13,77.79,10.2,10.2,0.98,0.58,0.47,4.792,5.34,11.6
12/27/2021,14:59:51,26.4,0.41,18,3.09,2.73,3.203,229.7,2.3,50,46.02,-10.13,77.79,10.2,10.2,0.98,0.58,0.473,4.823,5.38,11.69
12/27/2021,14:59:52,26.3,0.41,18,3.09,2.73,3.2,229.7,0.34,50.01,46.02,-10.13,77.79,10.2,10.2,0.98,0.58,0.47,4.792,5.34,11.6
12/27/2021,14:59:52,26.3,0.41,18,3.09,2.73,3.2,229.7,0.34,50.01,46.02,-10.16,77.79,10.2,10.2,0.98,0.59,0.47,4.792,5.34,11.6
12/27/2021,14:59:53,26.4,0.41,18,3.09,2.73,3.203,229.7,0.34,50.01,46.02,-10.16,78.62,10.2,10.2,0.98,0.59,0.473,4.823,5.38,11.69
12/27/2021,14:59:53,26.3,0.41,18,3.09,2.73,3.198,229.7,0.34,50.01,46.02,-10.16,78.62,10.2,9.9,0.98,0.59,0.468,4.772,5.32,11.56
12/27/2021,14:59:53,26.4,0.41,18,3.09,2.73,3.2,229.7,0.34,50.01,46.02,-10.16,78.62,8.8,9.9,0.98,0.59,0.47,4.792,5.34,11.6
12/27/2021,14:59:54,26.4,0.449,18.25,3.09,2.73,3.203,229.7,0.34,50.01,46.87,-10.16,78.62,8.8,9.9,0.98,0.59,0.473,4.823,5.89,12.57
12/27/2021,14:59:54,26.4,0.449,18.25,3.09,2.73,3.2,230.3,0.35,50.01,46.87,-10.16,78.62,8.8,9.9,0.98,0.59,0.47,4.792,5.85,12.48
12/27/2021,14:59:54,26.4,0.449,18.25,3.09,2.73,3.198,230.3,0.35,50,46.87,-9.4,78.62,8.8,9.9,0.98,0.58,0.468,4.772,5.83,12.44
12/27/2021,14:59:55,26.3,0.449,18.25,3.09,2.73,3.205,230.3,0.35,50,46.87,-9.4,78.62,8.8,9.9,0.98,0.58,0.475,4.843,5.91,12.61
12/27/2021,14:59:55,26.3,0.449,18.25,3.09,2.73,3.2,230.3,0.35,50,46.87,-9.4,79.96,8.8,8.5,0.98,0.58,0.47,4.792,5.85,12.48
12/27/2021,14:59:55,26.3,0.449,18.25,3.09,2.73,3.203,230.3,0.35,50,46.87,-9.4,79.96,8.5,8.5,0.98,0.58,0.473,4.823,5.89,12.57
12/27/2021,14:59:56,26.4,0.486,18.25,3.09,2.73,3.203,230.3,0.35,50,46.71,-9.4,79.96,8.5,8.5,0.98,0.58,0.473,4.823,6.38,13.66
12/27/2021,14:59:56,26.3,0.486,18.25,3.09,2.73,3.198,230.4,2.3,50,46.71,-9.4,79.96,8.5,8.5,0.98,0.58,0.468,4.772,6.31,13.51
12/27/2021,14:59:56,26.3,0.486,18.5,3.09,2.73,3.203,230.4,0.34,49.99,46.71,-9.4,79.96,8.5,8.5,0.98,0.58,0.473,4.823,6.38,13.66
12/27/2021,14:59:57,26.4,0.486,18.5,3.09,2.73,3.2,230.4,0.34,49.99,46.71,-9.58,79.96,8.5,8.5,0.98,0.59,0.47,4.792,6.33,13.55
12/27/2021,14:59:57,26.4,0.486,18.5,3.09,2.73,3.2,230.4,0.34,49.99,46.71,-9.58,79.92,8.5,8.5,0.98,0.59,0.47,4.792,6.33,13.55
12/27/2021,14:59:57,26.4,0.486,18.5,3.09,2.73,3.203,230.4,0.34,49.99,46.71,-9.58,79.92,8.5,8.5,0.98,0.59,0.473,4.823,6.38,13.66
12/27/2021,14:59:58,26.3,0.486,18.5,3.09,2.73,3.2,230.4,0.34,49.99,46.71,-9.58,79.92,8.5,8.5,0.98,0.59,0.47,4.792,6.33,13.55
12/27/2021,14:59:58,26.3,0.52,18.5,3.09,2.73,3.203,230.4,0.34,49.99,47.92,-9.58,79.92,8.5,8.5,0.98,0.59,0.473,4.823,6.82,14.23
12/27/2021,14:59:59,26.4,0.52,18.5,3.09,2.73,3.205,230.3,0.36,49.99,47.92,-9.58,79.92,8.5,8.5,0.98,0.59,0.475,4.843,6.85,14.29
12/27/2021,14:59:59,26.3,0.52,18.5,3.09,2.73,3.2,230.3,0.36,49.99,47.92,-9.17,79.92,8.5,8.5,0.98,0.58,0.47,4.792,6.78,14.15
12/27/2021,14:59:59,26.4,0.52,18.75,3.09,2.73,3.203,230.3,0.36,49.99,47.92,-9.17,79.92,8.5,8.5,0.98,0.58,0.473,4.823,6.82,14.23
12/27/2021,15:00:00,26.3,0.52,18.75,3.09,2.73,3.203,230.3,0.36,49.99,47.92,-9.17,83.01,8.5,7.8,0.98,0.58,0.473,4.823,6.82,14.23
12/27/2021,15:00:00,26.3,0.52,18.75,3.1,2.73,3.2,230.3,0.36,49.99,47.92,-9.17,83.01,8.1,7.8,0.98,0.58,0.47,4.792,6.78,14.15
12/27/2021,15:00:00,26.4,0.566,18.75,3.09,2.73,3.203,230.3,0.36,49.99,48.47,-9.17,83.01,8.1,7.8,0.98,0.58,0.473,4.823,7.43,15.33
12/27/2021,15:00:01,26.3,0.566,18.75,3.09,2.73,3.203,230.3,2.3,49.99,48.47,-9.17,83.01,8.1,7.8,0.98,0.58,0.473,4.823,7.43,15.33
12/27/2021,15:00:01,26.4,0.566,18.75,3.09,2.73,3.2,230.3,0.36,49.99,48.47,-9.17,83.01,8.1,7.8,0.98,0.58,0.47,4.792,7.38,15.23
12/27/2021,15:00:01,26.4,0.566,18.75,3.09,2.73,3.2,230.3,0.36,49.99,48.47,-9.13,83.01,8.1,7.8,0.98,0.58,0.47,4.792,7.38,15.23
12/27/2021,15:00:02,26.4,0.566,18.75,3.09,2.73,3.205,230.3,0.36,49.99,48.47,-9.13,82.89,8.1,7.8,0.98,0.58,0.475,4.843,7.46,15.39
12/27/2021,15:00:02,26.4,0.566,19,3.09,2.73,3.2,230.3,0.36,49.99,48.47,-9.13,82.89,7.4,7.4,0.98,0.58,0.47,4.792,7.38,15.23
12/27/2021,15:00:03,26.3,0.602,19,3.08,2.73,3.198,230.3,0.36,49.99,48.47,-9.13,82.89,7.4,7.4,0.98,0.58,0.468,4.772,7.81,16.11
12/27/2021,15:00:03,26.3,0.602,19,3.09,2.73,3.203,230.4,0.36,49.99,48.49,-9.13,82.89,7.4,7.4,0.98,0.58,0.473,4.823,7.9,16.29
12/27/2021,15:00:03,26.4,0.602,19,3.09,2.73,3.2,230.4,0.36,49.98,48.49,-9.13,82.89,7.4,7.4,0.98,0.58,0.47,4.792,7.85,16.19
12/27/2021,15:00:04,26.3,0.602,19,3.09,2.73,3.205,230.4,0.36,49.98,48.49,-8.8,82.89,7.4,7.4,0.98,0.58,0.475,4.843,7.93,16.35
12/27/2021,15:00:04,26.3,0.602,19,3.09,2.73,3.203,230.4,0.36,49.98,48.49,-8.8,82.89,7.4,7.4,0.98,0.58,0.473,4.823,7.9,16.29
12/27/2021,15:00:04,26.4,0.602,19,3.09,2.73,3.203,230.4,0.36,49.98,48.49,-8.8,83.91,7.4,8,0.98,0.58,0.473,4.823,7.9,16.29
12/27/2021,15:00:05,26.3,0.602,19,3.09,2.73,3.203,230.4,0.36,49.98,48.49,-8.8,83.91,8,8,0.98,0.58,0.473,4.823,7.9,16.29
12/27/2021,15:00:05,26.3,0.648,19.25,3.09,2.73,3.2,230.4,0.36,49.98,49.47,-8.8,83.91,8,8,0.98,0.58,0.47,4.792,8.45,17.08
12/27/2021,15:00:05,26.4,0.648,19.25,3.09,2.73,3.203,229.8,0.37,49.98,49.47,-8.8,83.91,8,8,0.98,0.58,0.473,4.823,8.5,17.18
12/27/2021,15:00:06,26.4,0.648,19.25,3.09,2.727,3.205,229.8,0.37,49.98,49.47,-8.74,83.91,8,8,0.98,0.58,0.478,4.874,8.59,17.36
12/27/2021,15:00:06,26.4,0.648,19.25,3.09,2.73,3.203,229.8,0.37,49.98,49.47,-8.74,83.91,8,8,0.98,0.58,0.473,4.823,8.5,17.18
12/27/2021,15:00:06,26.4,0.648,19.25,3.09,2.73,3.2,229.8,0.37,49.98,49.47,-8.74,84.8,8,7.3,0.98,0.58,0.47,4.792,8.45,17.08
12/27/2021,15:00:07,26.3,0.648,19.25,3.09,2.73,3.198,229.8,0.37,49.98,49.47,-8.74,84.8,7.3,7.3,0.98,0.58,0.468,4.772,8.41,17
12/27/2021,15:00:07,26.4,0.676,19.25,3.1,2.73,3.203,229.8,0.37,49.98,49.47,-8.74,84.8,7.3,7.3,0.98,0.58,0.473,4.823,8.87,17.93
12/27/2021,15:00:07,26.4,0.676,19.25,3.09,2.73,3.203,230.6,2.31,49.98,48.91,-8.74,84.8,7.3,7.3,0.98,0.58,0.473,4.823,8.87,18.14
12/27/2021,15:00:08,26.4,0.676,19.5,3.09,2.73,3.205,230.6,0.37,49.98,48.91,-8.74,84.8,7.3,7.3,0.98,0.58,0.475,4.843,8.9,18.2
12/27/2021,15:00:08,26.4,0.676,19.5,3.09,2.73,3.2,230.6,0.37,49.98,48.91,-8.43,84.8,7.3,7.3,0.98,0.58,0.47,4.792,8.81,18.01
12/27/2021,15:00:09,26.3,0.676,19.5,3.09,2.73,3.2,230.6,0.37,49.98,48.91,-8.43,84.56,7.3,7.3,0.99,0.58,0.47,4.792,8.81,18.01
12/27/2021,15:00:09,26.4,0.676,19.5,3.1,2.73,3.205,230.6,0.37,49.98,48.91,-8.43,84.56,7.3,6.8,0.99,0.58,0.475,4.843,8.9,18.2
12/27/2021,15:00:09,26.3,0.676,19.5,3.09,2.73,3.2,230.6,0.37,49.98,48.91,-8.43,84.56,7,6.8,0.99,0.58,0.47,4.792,8.81,18.01
12/27/2021,15:00:10,26.4,0.695,19.5,3.09,2.73,3.2,230.6,0.37,49.98,50.18,-8.43,84.56,7,6.8,0.99,0.58,0.47,4.792,9.06,18.06
12/27/2021,15:00:10,26.4,0.695,19.5,3.09,2.73,3.205,230.2,0.37,49.98,50.18,-8.43,84.56,7,6.8,0.99,0.58,0.475,4.843,9.16,18.25
12/27/2021,15:00:10,26.3,0.695,19.5,3.09,2.73,3.198,230.2,0.37,49.97,50.18,-8.74,84.56,7,6.8,0.99,0.58,0.468,4.772,9.02,17.98
